"sample_id","program_name","toolchain","binary_name","binary_path","file_extension","file_size_bytes","binary_format","architecture","bitness","stripped_status","symbol_status","metadata_available","func_label","program_language","basic","network_communication","building","split_group_program","leakage_guard","redistribution_status","notes"
"CODESYS_B_TRIG","B_TRIG","CODESYS","codesys_B_TRIG.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_B_TRIG.app",".app","184752","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Pulse_Gen","Structured Text","1","0","0","B_TRIG","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BAND_B","BAND_B","CODESYS","codesys_BAND_B.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BAND_B.app",".app","184064","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Ctrl_Mods","Structured Text","1","0","0","BAND_B","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BAR_GRAPH","BAR_GRAPH","CODESYS","codesys_BAR_GRAPH.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BAR_GRAPH.app",".app","186168","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Measure_Mods","Structured Text","1","0","0","BAR_GRAPH","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BCDC_TO_INT","BCDC_TO_INT","CODESYS","codesys_BCDC_TO_INT.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BCDC_TO_INT.app",".app","184016","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BCDC_TO_INT","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BETA","BETA","CODESYS","codesys_BETA.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BETA.app",".app","184492","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","BETA","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BFT_TO_MS","BFT_TO_MS","CODESYS","codesys_BFT_TO_MS.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BFT_TO_MS.app",".app","183828","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Calculations","Structured Text","1","0","0","BFT_TO_MS","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIN_TO_BYTE","BIN_TO_BYTE","CODESYS","codesys_BIN_TO_BYTE.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIN_TO_BYTE.app",".app","184320","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","NA","Structured Text","NA","NA","NA","BIN_TO_BYTE","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIN_TO_DWORD","BIN_TO_DWORD","CODESYS","codesys_BIN_TO_DWORD.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIN_TO_DWORD.app",".app","184320","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","no","UNKNOWN_NEEDS_METADATA_REVIEW","UNKNOWN_NEEDS_METADATA_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","BIN_TO_DWORD","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BINOM","BINOM","CODESYS","codesys_BINOM.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BINOM.app",".app","184336","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","BINOM","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_COUNT","BIT_COUNT","CODESYS","codesys_BIT_COUNT.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_COUNT.app",".app","184024","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_COUNT","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_LOAD_B","BIT_LOAD_B","CODESYS","codesys_BIT_LOAD_B.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_LOAD_B.app",".app","184104","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_LOAD_B","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_LOAD_B2","BIT_LOAD_B2","CODESYS","codesys_BIT_LOAD_B2.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_LOAD_B2.app",".app","184360","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_LOAD_B2","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_LOAD_DW","BIT_LOAD_DW","CODESYS","codesys_BIT_LOAD_DW.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_LOAD_DW.app",".app","184116","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_LOAD_DW","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_LOAD_DW2","BIT_LOAD_DW2","CODESYS","codesys_BIT_LOAD_DW2.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_LOAD_DW2.app",".app","184172","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_LOAD_DW2","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_LOAD_W","BIT_LOAD_W","CODESYS","codesys_BIT_LOAD_W.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_LOAD_W.app",".app","184096","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_LOAD_W","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_LOAD_W2","BIT_LOAD_W2","CODESYS","codesys_BIT_LOAD_W2.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_LOAD_W2.app",".app","184316","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_LOAD_W2","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_OF_DWORD","BIT_OF_DWORD","CODESYS","codesys_BIT_OF_DWORD.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_OF_DWORD.app",".app","184020","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_OF_DWORD","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_TOGGLE_B","BIT_TOGGLE_B","CODESYS","codesys_BIT_TOGGLE_B.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_TOGGLE_B.app",".app","184044","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_TOGGLE_B","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_TOGGLE_DW","BIT_TOGGLE_DW","CODESYS","codesys_BIT_TOGGLE_DW.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_TOGGLE_DW.app",".app","184048","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_TOGGLE_DW","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BIT_TOGGLE_W","BIT_TOGGLE_W","CODESYS","codesys_BIT_TOGGLE_W.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BIT_TOGGLE_W.app",".app","184044","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BIT_TOGGLE_W","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BUFFER_COMP","BUFFER_COMP","CODESYS","codesys_BUFFER_COMP.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BUFFER_COMP.app",".app","184348","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Array_Buffer_Mem_List","Structured Text","1","0","0","BUFFER_COMP","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BUFFER_SEARCH","BUFFER_SEARCH","CODESYS","codesys_BUFFER_SEARCH.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BUFFER_SEARCH.app",".app","184940","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","NA","Structured Text","NA","NA","NA","BUFFER_SEARCH","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BUFFER_TO_STRING","BUFFER_TO_STRING","CODESYS","codesys_BUFFER_TO_STRING.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BUFFER_TO_STRING.app",".app","184496","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","NA","Structured Text","NA","NA","NA","BUFFER_TO_STRING","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BYTE_OF_BIT","BYTE_OF_BIT","CODESYS","codesys_BYTE_OF_BIT.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BYTE_OF_BIT.app",".app","184256","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BYTE_OF_BIT","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BYTE_OF_DWORD","BYTE_OF_DWORD","CODESYS","codesys_BYTE_OF_DWORD.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BYTE_OF_DWORD.app",".app","184048","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BYTE_OF_DWORD","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BYTE_TO_BITS","BYTE_TO_BITS","CODESYS","codesys_BYTE_TO_BITS.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BYTE_TO_BITS.app",".app","185000","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BYTE_TO_BITS","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BYTE_TO_GRAY","BYTE_TO_GRAY","CODESYS","codesys_BYTE_TO_GRAY.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BYTE_TO_GRAY.app",".app","183988","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","BYTE_TO_GRAY","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BYTE_TO_RANGE","BYTE_TO_RANGE","CODESYS","codesys_BYTE_TO_RANGE.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BYTE_TO_RANGE.app",".app","184108","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Signal_Proc","Structured Text","1","0","0","BYTE_TO_RANGE","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BYTE_TO_STRB","BYTE_TO_STRB","CODESYS","codesys_BYTE_TO_STRB.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BYTE_TO_STRB.app",".app","184264","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Str_Func","Structured Text","1","0","0","BYTE_TO_STRB","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_BYTE_TO_STRH","BYTE_TO_STRH","CODESYS","codesys_BYTE_TO_STRH.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_BYTE_TO_STRH.app",".app","184248","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Str_Func","Structured Text","1","0","0","BYTE_TO_STRH","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_C_TO_F","C_TO_F","CODESYS","codesys_C_TO_F.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_C_TO_F.app",".app","184028","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Calculations","Structured Text","1","0","0","C_TO_F","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_C_TO_K","C_TO_K","CODESYS","codesys_C_TO_K.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_C_TO_K.app",".app","184024","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Calculations","Structured Text","1","0","0","C_TO_K","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_CABS","CABS","CODESYS","codesys_CABS.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_CABS.app",".app","184500","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Complex_Math","Structured Text","1","0","0","CABS","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_CACOS","CACOS","CODESYS","codesys_CACOS.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_CACOS.app",".app","184480","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Complex_Math","Structured Text","1","0","0","CACOS","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_CACOSH","CACOSH","CODESYS","codesys_CACOSH.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_CACOSH.app",".app","186720","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Complex_Math","Structured Text","1","0","0","CACOSH","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_CADD","CADD","CODESYS","codesys_CADD.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_CADD.app",".app","184580","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Complex_Math","Structured Text","1","0","0","CADD","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_CALENDAR","CALENDAR","CODESYS","codesys_CALENDAR.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_CALENDAR.app",".app","183776","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","no","UNKNOWN_NEEDS_METADATA_REVIEW","UNKNOWN_NEEDS_METADATA_REVIEW","UNKNOWN","UNKNOWN","UNKNOWN","CALENDAR","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"CODESYS_CALENDAR_CALC","CALENDAR_CALC","CODESYS","codesys_CALENDAR_CALC.app","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\codesys_CALENDAR_CALC.app",".app","218888","CODESYS_APP_CONTAINER","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","CALENDAR_CALC","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
